date,000300,000688,000922,000015,399989,931071,000069,930781,399975,SPY,QQQ,EWQ,EWG,EWJ,EEM,HSTECH,399967,931066,930598,000819,950125,931637,399986,930633,931946,980032
2026-02-03,4.664,1.548,1.388,3.051,0.354,0.964,0.549,1.201,1.174,2.375,1.723,1.787,1.38,1.779,1.035,0.72,1.483,0.854,2.012,2.249,0.6071412743102266,0.53,0.768,0.799,,1.05
2026-02-04,4.707,1.531,1.424,3.15,0.36,0.924,0.557,1.163,1.191,2.375,1.714,1.781,1.377,1.774,1.031,0.71,1.485,0.861,2.012,2.253,0.6034757671656533,0.522,0.779,0.824,,1.064
2026-02-05,4.679,1.508,1.419,3.136,0.36,0.902,0.562,1.187,1.193,2.368,1.702,1.79,1.366,1.752,1.03,0.707,1.466,0.855,1.928,2.144,0.6018096275544836,0.52,0.792,0.837,,1.041
2026-02-06,4.649,1.499,1.414,3.126,0.358,0.889,0.558,1.187,1.186,2.326,1.67,1.787,1.36,1.755,1.024,0.701,1.44,0.838,1.958,2.153,0.5974776645654425,0.514,0.79,0.823,,1.06
2026-02-09,4.727,1.535,1.422,3.144,0.359,0.924,0.56,1.276,1.197,2.383,1.697,1.811,1.378,1.814,1.044,0.712,1.466,0.851,2.022,2.199,0.6104735535325659,0.522,0.792,0.837,,1.071
2026-02-10,4.733,1.55,1.43,3.156,0.362,0.934,0.56,1.397,1.196,2.394,1.698,1.812,1.388,1.887,1.049,0.713,1.469,0.851,2.041,2.195,0.6111400093770338,0.519,0.794,0.832,,1.067
2026-02-11,4.723,1.533,1.439,3.183,0.36,0.921,0.56,1.316,1.194,2.395,1.695,1.816,1.395,1.937,1.052,0.717,1.458,0.839,2.087,2.256,0.6061415905435248,0.524,0.796,0.822,,1.09
2026-02-12,4.727,1.559,1.436,3.18,0.358,0.939,0.557,1.267,1.185,2.389,1.695,1.899,1.442,1.912,1.049,0.708,1.478,0.847,2.128,2.271,0.6068080463879926,0.513,0.784,0.805,,1.101
2026-02-13,4.671,1.548,1.416,3.137,0.353,0.935,0.552,1.282,1.174,2.382,1.688,1.905,1.43,1.933,1.044,0.708,1.483,0.859,2.064,2.193,0.6134726048326713,0.51,0.779,0.8,,1.088
2026-02-24,4.716,1.543,1.434,3.19,0.353,0.923,0.549,1.182,1.172,2.385,1.677,1.983,1.451,1.925,1.05,0.687,1.501,0.867,2.107,2.26,0.6161384282105428,0.488,0.777,0.773,,1.095
2026-02-25,4.75,1.552,1.443,3.194,0.356,0.921,0.551,1.18,1.179,2.382,1.677,1.963,1.442,1.947,1.061,0.684,1.526,0.877,2.235,2.347,0.6461289412115968,0.486,0.774,0.776,,1.118
2026-02-26,4.735,1.564,1.439,3.195,0.352,0.943,0.544,1.163,1.166,2.384,1.683,2.007,1.456,1.938,1.051,0.667,1.552,0.89,2.216,2.329,0.6557925509563808,0.475,0.772,0.77,,1.097
2026-02-27,4.725,1.566,1.454,3.232,0.354,0.95,0.544,1.164,1.169,2.387,1.674,2.039,1.47,1.94,1.053,0.67,1.55,0.886,2.307,2.41,0.6417969782225557,0.476,0.773,0.775,,1.1
2026-03-02,4.739,1.544,1.472,3.303,0.348,0.935,0.535,1.121,1.154,2.358,1.653,1.952,1.415,1.913,1.04,0.652,1.588,0.924,2.301,2.498,0.6264684937997946,0.457,0.777,0.751,,1.101
2026-03-03,4.678,1.464,1.485,3.367,0.339,0.897,0.526,1.072,1.144,2.367,1.639,1.882,1.371,1.834,1.022,0.634,1.479,0.858,2.143,2.362,0.5941453853431031,0.45,0.784,0.739,,1.068
2026-03-04,4.61,1.459,1.461,3.304,0.334,0.882,0.519,1.064,1.115,2.338,1.624,1.826,1.321,1.775,0.994,0.625,1.497,0.873,2.17,2.345,0.5894801944318281,0.441,0.775,0.732,,1.067
2026-03-05,4.654,1.482,1.46,3.291,0.334,0.901,0.52,1.074,1.117,2.361,1.654,1.86,1.348,1.834,1.002,0.626,1.508,0.876,2.161,2.326,0.5954782970320389,0.442,0.783,0.727,,1.069
2026-03-06,4.667,1.491,1.461,3.285,0.342,0.908,0.527,1.083,1.131,2.35,1.655,1.859,1.353,1.829,1.001,0.643,1.523,0.885,2.142,2.279,0.5881472827428923,0.453,0.784,0.738,,1.064
2026-03-09,4.629,1.465,1.464,3.309,0.337,0.913,0.521,1.085,1.112,2.294,1.614,1.785,1.305,1.766,0.973,0.639,1.493,0.866,2.118,2.257,0.5714858866311957,0.449,0.778,0.72,,1.073
2026-03-10,4.683,1.495,1.453,3.27,0.342,0.929,0.53,1.096,1.12,2.311,1.645,1.802,1.336,1.785,0.993,0.651,1.511,0.879,2.141,2.279,0.5831488639093834,0.461,0.779,0.73,,1.094
2026-03-11,4.711,1.477,1.472,3.313,0.343,0.914,0.531,1.093,1.123,2.313,1.648,1.796,1.331,1.801,0.992,0.654,1.489,0.863,2.121,2.271,0.5768175333869386,0.458,0.786,0.724,,1.123
2026-03-12,4.694,1.456,1.491,3.381,0.34,0.899,0.526,1.082,1.121,2.318,1.644,1.794,1.323,1.791,0.986,0.649,1.457,0.843,2.115,2.254,0.57015297494226,0.452,0.793,0.723,,1.129
2026-03-13,4.677,1.45,1.485,3.364,0.338,0.88,0.525,1.064,1.112,2.286,1.626,1.766,1.312,1.77,0.974,0.646,1.414,0.815,2.068,2.193,0.5624887327308795,0.451,0.795,0.724,,1.124
2026-03-16,4.68,1.458,1.474,3.335,0.339,0.89,0.529,1.073,1.106,2.279,1.631,1.764,1.31,1.767,0.964,0.665,1.415,0.81,2.023,2.126,0.5744849379313011,0.462,0.797,0.728,,1.13
2026-03-17,4.646,1.428,1.465,3.309,0.339,0.865,0.53,1.053,1.118,2.283,1.62,1.73,1.291,1.737,0.969,0.662,1.376,0.79,1.968,2.091,0.5568238580529027,0.462,0.804,0.727,,1.102
2026-03-18,4.662,1.445,1.456,3.296,0.338,0.897,0.53,1.065,1.114,2.284,1.648,1.758,1.312,1.779,0.982,0.661,1.4,0.802,1.98,2.075,0.565154556108751,0.465,0.802,0.722,,1.092
2026-03-19,4.599,1.411,1.446,3.305,0.332,0.886,0.521,1.048,1.101,2.259,1.62,1.719,1.267,1.735,0.963,0.648,1.363,0.78,1.887,1.944,0.5521586671416275,0.454,0.799,0.704,,1.066
2026-03-20,4.576,1.388,1.439,3.296,0.326,0.878,0.516,1.015,1.083,2.244,1.605,1.695,1.254,1.719,0.966,0.63,1.325,0.76,1.849,1.917,0.5504925275304579,0.437,0.797,0.699,0.963,1.082
2026-03-23,4.43,1.329,1.406,3.234,0.312,0.842,0.499,0.963,1.036,2.149,1.546,1.625,1.183,1.634,0.931,0.607,1.259,0.729,1.79,1.823,0.5284994846630183,0.418,0.771,0.66,0.905,1.078
2026-03-24,4.479,1.359,1.425,3.269,0.319,0.856,0.503,0.994,1.047,2.19,1.574,1.668,1.215,1.679,0.949,0.621,1.29,0.747,1.824,1.892,0.5381630944078023,0.43,0.787,0.672,0.913,1.076
2026-03-25,4.544,1.385,1.429,3.256,0.324,0.877,0.509,1.012,1.059,2.213,1.594,1.73,1.242,1.717,0.964,0.633,1.313,0.761,1.876,1.952,0.5488263879192883,0.438,0.794,0.694,0.924,1.091
2026-03-26,4.488,1.357,1.429,3.268,0.319,0.854,0.503,0.992,1.035,2.219,1.58,1.692,1.234,1.698,0.96,0.62,1.288,0.747,1.848,1.919,0.5384963223300363,0.43,0.796,0.684,0.917,1.096
2026-03-27,4.508,1.37,1.431,3.267,0.327,0.852,0.512,1.012,1.041,2.209,1.574,1.689,1.236,1.698,0.954,0.622,1.296,0.749,1.886,1.976,0.5528251229860954,0.431,0.792,0.691,0.933,1.123
2026-03-30,4.5,1.359,1.446,3.299,0.33,0.847,0.514,1.016,1.037,2.171,1.55,1.659,1.213,1.689,0.938,0.61,1.31,0.76,1.876,2.008,0.5664874677976867,0.422,0.795,0.684,0.93,1.117
2026-03-31,4.463,1.324,1.432,3.251,0.33,0.83,0.513,1.006,1.029,2.164,1.544,1.649,1.213,1.663,0.938,0.602,1.304,0.757,1.846,1.983,0.5451608807747149,0.416,0.802,0.68,0.911,1.083
2026-04-01,4.534,1.369,1.431,3.241,0.341,0.862,0.525,1.028,1.045,2.238,1.606,1.731,1.259,1.763,0.958,0.616,1.309,0.758,1.869,2.026,0.5571570859751366,0.426,0.802,0.701,0.919,1.087
2026-04-02,4.489,1.33,1.432,3.258,0.339,0.83,0.524,1.001,1.025,2.206,1.58,1.711,1.233,1.703,0.941,0.601,1.285,0.743,1.823,1.991,0.5411621457079078,0.413,0.805,0.686,0.933,1.074
2026-04-03,4.454,1.324,1.411,3.216,0.33,0.838,0.516,0.977,1.016,2.206,1.585,1.718,1.241,1.706,0.949,0.6,1.27,0.732,1.805,1.971,0.5431615132413113,0.411,0.797,0.672,0.914,1.046
2026-04-07,4.446,1.342,1.416,3.228,0.332,0.846,0.514,0.992,1.015,2.207,1.59,1.725,1.243,1.705,0.949,0.602,1.269,0.73,1.844,1.992,0.5461605645414168,0.413,0.788,0.671,0.928,1.05
2026-04-08,4.602,1.425,1.427,3.227,0.339,0.914,0.524,1.045,1.054,2.29,1.665,1.803,1.301,1.808,0.979,0.631,1.333,0.764,1.922,2.119,0.5831488639093834,0.439,0.794,0.701,0.941,1.09
2026-04-09,4.572,1.415,1.418,3.212,0.336,0.904,0.52,1.022,1.031,2.275,1.654,1.791,1.289,1.786,0.975,0.622,1.323,0.756,1.935,2.103,0.5871475989761905,0.431,0.788,0.683,0.929,1.084
2026-04-10,4.642,1.437,1.419,3.218,0.339,0.926,0.522,1.03,1.068,2.294,1.66,1.795,1.295,1.798,0.986,0.624,1.339,0.763,1.946,2.096,0.594811841187571,0.428,0.787,0.684,0.923,1.132
2026-04-13,4.652,1.448,1.42,3.223,0.335,0.931,0.518,1.023,1.075,2.281,1.66,1.786,1.28,1.791,0.976,0.62,1.351,0.773,1.968,2.096,0.5841485476760852,0.421,0.789,0.68,0.935,1.155
2026-04-14,4.712,1.479,1.421,3.223,0.337,0.95,0.52,1.038,1.081,2.313,1.686,1.799,1.299,1.829,0.986,0.623,1.375,0.785,1.974,2.136,0.6041422230101211,0.423,0.794,0.679,0.958,1.179
2026-04-15,4.694,1.482,1.428,3.24,0.337,0.944,0.525,1.021,1.073,2.337,1.712,1.802,1.307,1.835,0.986,0.63,1.367,0.783,1.937,2.104,0.5941453853431031,0.429,0.802,0.683,0.962,1.154
2026-04-16,4.746,1.498,1.432,3.244,0.337,0.975,0.526,1.051,1.081,2.365,1.749,1.809,1.32,1.881,0.989,0.65,1.375,0.782,1.981,2.17,0.600476715865548,0.444,0.801,0.692,0.962,1.193
2026-04-17,4.739,1.499,1.421,3.218,0.331,0.994,0.517,1.055,1.076,2.361,1.742,1.792,1.313,1.858,0.989,0.644,1.386,0.785,2.0,2.167,0.6008099437877819,0.439,0.796,0.682,0.948,1.187
2026-04-20,4.765,1.527,1.423,3.225,0.334,1.003,0.517,1.056,1.075,2.36,1.742,1.805,1.325,1.859,0.99,0.649,1.425,0.808,2.051,2.179,0.6078077301546945,0.443,0.805,0.685,0.944,1.181
2026-04-21,4.776,1.504,1.436,3.265,0.332,0.991,0.517,1.054,1.066,2.37,1.745,1.807,1.334,1.876,0.988,0.648,1.416,0.801,2.036,2.18,0.6034757671656533,0.441,0.808,0.683,0.944,1.2
2026-04-22,4.811,1.529,1.435,3.269,0.336,1.021,0.515,1.039,1.075,2.373,1.748,1.8,1.328,1.887,0.982,0.639,1.42,0.8,2.039,2.179,0.6218033028885197,0.431,0.802,0.675,0.938,1.201
2026-04-23,4.801,1.508,1.443,3.293,0.335,1.012,0.517,1.028,1.066,2.369,1.756,1.771,1.307,1.862,0.97,0.625,1.424,0.8,1.954,2.098,0.6128061489882034,0.426,0.804,0.668,0.92,1.173
2026-04-24,4.782,1.531,1.442,3.28,0.335,0.994,0.515,1.002,1.056,2.366,1.756,1.767,1.306,1.869,0.958,0.628,1.396,0.778,1.956,2.118,0.6178045678217124,0.423,0.803,0.664,0.911,1.202
2026-04-27,4.782,1.591,1.441,3.275,0.332,1.0,0.512,1.012,1.057,2.384,1.788,1.763,1.31,1.898,0.962,0.632,1.393,0.776,1.952,2.095,0.6577919184897845,0.418,0.8,0.663,0.903,1.208
2026-04-28,4.77,1.568,1.453,3.325,0.34,0.976,0.515,0.99,1.07,2.407,1.79,1.755,1.303,1.887,0.958,0.621,1.371,0.752,1.916,2.043,0.6544596392674451,0.41,0.803,0.651,0.912,1.184
2026-04-29,4.821,1.575,1.467,3.347,0.338,0.986,0.519,1.0,1.076,2.411,1.788,1.754,1.303,1.88,0.966,0.628,1.377,0.754,2.028,2.14,0.6567922347230827,0.416,0.8,0.666,0.929,1.25
2026-04-30,4.824,1.654,1.465,3.341,0.336,1.018,0.518,0.994,1.078,2.419,1.791,1.742,1.289,1.868,0.952,0.627,1.399,0.766,2.046,2.119,0.6791185055127561,0.411,0.795,0.661,0.938,1.23
2026-05-06,4.888,1.744,1.469,3.341,0.335,1.059,0.517,1.012,1.094,2.454,1.849,1.764,1.33,1.953,0.964,0.636,1.43,0.785,2.103,2.199,0.689781799024242,0.421,0.788,0.651,0.939,1.27
2026-05-07,4.912,1.769,1.446,3.272,0.338,1.088,0.518,1.023,1.089,2.482,1.883,1.817,1.348,2.023,0.976,0.654,1.446,0.79,2.106,2.207,0.7057767392914708,0.431,0.784,0.652,0.93,1.255
2026-05-08,4.886,1.727,1.44,3.261,0.337,1.076,0.517,1.036,1.08,2.483,1.888,1.793,1.327,2.002,0.975,0.653,1.474,0.814,2.105,2.206,0.6927808503243474,0.435,0.785,0.655,0.922,1.221
2026-05-11,4.966,1.811,1.446,3.263,0.34,1.105,0.52,1.023,1.097,2.492,1.94,1.773,1.313,1.994,0.962,0.651,1.483,0.823,2.162,2.208,0.7364337081369927,0.429,0.785,0.651,0.928,1.231
2026-05-12,4.963,1.816,1.444,3.257,0.337,1.117,0.519,1.018,1.102,2.477,1.921,1.763,1.3,1.981,0.956,0.645,1.469,0.81,2.091,2.188,0.7640916256824092,0.424,0.782,0.642,0.909,1.207
2026-05-13,5.017,1.865,1.438,3.244,0.336,1.159,0.516,1.029,1.095,2.488,1.937,1.766,1.301,1.999,0.956,0.646,1.488,0.814,2.119,2.209,0.8000802412836739,0.424,0.78,0.643,0.897,1.209
2026-05-14,4.941,1.815,1.426,3.223,0.329,1.133,0.508,0.992,1.071,2.489,1.946,1.753,1.302,1.97,0.957,0.646,1.419,0.774,2.051,2.13,0.7937489107612292,0.426,0.784,0.631,0.911,1.174
2026-05-15,4.878,1.787,1.422,3.223,0.327,1.112,0.504,0.991,1.048,2.48,1.93,1.736,1.29,1.938,0.953,0.629,1.385,0.754,2.035,2.039,0.8334030335070672,0.412,0.779,0.619,0.9,1.168
2026-05-18,4.852,1.803,1.416,3.217,0.322,1.123,0.499,0.995,1.047,2.44,1.894,1.702,1.261,1.904,0.946,0.617,1.375,0.754,2.005,2.009,0.8370685406516406,0.406,0.771,0.611,0.879,1.164
2026-05-19,4.869,1.871,1.418,3.222,0.325,1.14,0.499,1.012,1.056,2.44,1.891,1.715,1.29,1.898,0.948,0.62,1.377,0.753,1.976,1.981,0.8790552588531161,0.41,0.775,0.617,0.88,1.158
2026-05-20,4.871,1.931,1.414,3.215,0.321,1.143,0.496,0.989,1.049,2.432,1.898,1.708,1.292,1.883,0.949,0.621,1.371,0.747,1.997,1.985,0.9377033731662885,0.402,0.768,0.61,0.869,1.168
2026-05-21,4.808,1.86,1.394,3.172,0.324,1.103,0.5,0.959,1.054,2.452,1.916,1.718,1.302,1.921,0.95,0.608,1.337,0.734,1.947,1.947,0.8933840595091753,0.39,0.771,0.61,0.857,1.15
2026-05-22,4.862,1.887,1.391,3.156,0.321,1.13,0.494,0.961,1.037,2.485,1.942,1.732,1.312,1.985,0.95,0.618,1.357,0.736,1.997,2.019,0.8860530452200287,0.39,0.769,0.602,0.848,1.169
2026-05-25,4.937,1.998,1.396,3.185,0.322,1.174,0.49,0.968,1.045,2.546,2.02,1.756,1.335,2.072,0.964,0.617,1.376,0.746,2.007,2.025,0.9353707777106509,0.387,0.767,0.612,0.844,1.147
2026-05-26,4.972,1.968,1.399,3.186,0.32,1.174,0.491,0.948,1.056,2.529,2.013,1.757,1.344,2.066,0.962,0.63,1.348,0.73,2.015,2.095,0.9170432419877845,0.387,0.771,0.614,0.847,1.15
2026-05-27,4.932,1.911,1.387,3.17,0.317,1.147,0.49,0.954,1.043,2.541,2.047,1.744,1.337,2.063,0.962,0.62,1.323,0.714,1.954,2.013,0.884720133531093,0.38,0.767,0.607,0.831,1.146
2026-05-28,4.932,1.942,1.384,3.17,0.313,1.172,0.48,0.939,1.021,2.524,2.029,1.731,1.321,2.027,0.947,0.618,1.344,0.72,1.997,1.991,0.8980492504204504,0.37,0.761,0.597,0.821,1.147
2026-05-29,4.923,1.844,1.402,3.206,0.315,1.131,0.487,0.939,1.033,2.557,2.086,1.743,1.334,2.109,0.96,0.62,1.284,0.69,1.912,1.965,0.8427334153296174,0.372,0.776,0.616,0.827,1.129
2026-06-01,4.868,1.754,1.439,3.307,0.313,1.11,0.486,0.958,1.035,2.625,2.16,1.746,1.328,2.211,0.962,0.628,1.269,0.688,1.895,1.949,0.795081822450165,0.384,0.785,0.617,0.838,1.107
2026-06-02,4.936,1.781,1.435,3.308,0.309,1.143,0.483,0.93,1.037,2.611,2.132,1.738,1.327,2.196,0.951,0.652,1.267,0.683,1.918,2.015,0.8054118880394169,0.401,0.79,0.605,0.821,1.12
2026-06-03,4.965,1.823,1.434,3.324,0.305,1.178,0.477,0.916,1.035,2.602,2.096,1.75,1.318,2.235,0.946,0.641,1.273,0.686,1.963,2.032,0.8280713867513243,0.388,0.783,0.594,0.811,1.108
2026-06-04,4.926,1.832,1.428,3.327,0.301,1.167,0.47,0.906,1.022,2.566,2.055,1.722,1.307,2.219,0.942,0.631,1.278,0.686,1.969,1.97,0.8660593698859929,0.379,0.774,0.586,0.791,1.088
2026-06-05,4.843,1.763,1.428,3.321,0.3,1.127,0.472,0.916,1.016,2.568,2.026,1.74,1.311,2.153,0.941,0.621,1.274,0.691,1.969,1.926,0.8350691731182369,0.378,0.784,0.591,0.786,1.075
2026-06-08,4.739,1.683,1.417,3.304,0.293,1.09,0.466,0.894,1.001,2.515,1.956,1.699,1.275,2.064,0.927,0.603,1.22,0.662,1.875,1.82,0.8107435347951598,0.368,0.789,0.576,0.777,1.04
2026-06-09,4.826,1.755,1.414,3.291,0.292,1.129,0.463,0.903,1.005,2.552,2.016,1.717,1.287,2.159,0.93,0.61,1.235,0.667,1.947,1.869,0.8780555750864143,0.372,0.792,0.577,0.777,1.069
2026-06-10,4.784,1.744,1.406,3.261,0.291,1.106,0.464,0.901,1.018,2.515,1.976,1.724,1.279,2.076,0.939,0.599,1.222,0.655,1.915,1.843,0.8923843757424735,0.369,0.806,0.586,0.782,1.047
2026-06-11,4.751,1.756,1.402,3.26,0.293,1.072,0.462,0.857,1.008,2.498,1.96,1.712,1.264,2.085,0.934,0.589,1.219,0.653,1.931,1.88,0.9433682478442653,0.363,0.802,0.572,0.777,1.055
2026-06-12,4.818,1.756,1.422,3.303,0.298,1.071,0.469,0.863,1.045,2.515,1.989,1.739,1.282,2.121,0.943,0.595,1.246,0.675,1.976,1.976,0.9143774186099132,0.365,0.814,0.59,0.787,1.08
2026-06-15,4.919,1.844,1.41,3.249,0.297,1.134,0.469,0.874,1.072,2.574,2.069,1.81,1.314,2.24,0.964,0.602,1.266,0.675,2.038,2.063,0.9643616069450032,0.368,0.802,0.598,0.788,1.106
2026-06-16,4.91,1.855,1.386,3.196,0.293,1.132,0.462,0.877,1.082,2.586,2.086,1.778,1.303,2.267,0.963,0.59,1.267,0.676,2.102,2.049,0.9716926212341496,0.358,0.792,0.588,0.777,1.134
2026-06-17,4.958,1.939,1.371,3.16,0.294,1.163,0.458,0.855,1.081,2.578,2.084,1.798,1.299,2.27,0.966,0.591,1.289,0.677,2.082,2.045,1.0536666901036973,0.355,0.785,0.58,0.769,1.134
2026-06-18,4.984,2.017,1.346,3.098,0.296,1.23,0.458,0.849,1.05,2.564,2.078,1.784,1.299,2.33,0.968,0.58,1.29,0.681,2.147,2.05,1.0706613141376278,0.346,0.766,0.569,0.754,1.133
2026-06-22,5.091,2.056,1.361,3.125,0.297,1.247,0.462,0.859,1.131,2.565,2.079,1.771,1.299,2.414,0.958,0.582,1.298,0.689,2.235,2.155,1.1029844225943195,0.344,0.771,0.568,0.758,1.173
2026-06-23,4.942,2.023,1.351,3.104,0.298,1.203,0.456,0.855,1.131,2.505,2.038,1.731,1.281,2.274,0.942,0.559,1.252,0.666,2.088,1.976,1.104317334283255,0.33,0.778,0.567,0.757,1.117
2026-06-24,4.967,2.096,1.334,3.048,0.302,1.235,0.461,0.83,1.111,2.523,2.041,1.739,1.281,2.312,0.941,0.57,1.262,0.664,2.092,1.98,1.1669641836632345,0.332,0.761,0.555,0.744,1.133
2026-06-25,5.048,2.178,1.318,3.006,0.302,1.279,0.462,0.832,1.149,2.518,2.059,1.743,1.276,2.418,0.945,0.559,1.26,0.662,2.099,1.922,1.1986208362754582,0.323,0.753,0.565,0.734,1.127
2026-06-26,4.907,2.133,1.295,2.954,0.296,1.22,0.452,0.805,1.107,2.482,2.007,1.747,1.279,2.353,0.932,0.542,1.241,0.659,2.017,1.839,1.2362755914878927,0.315,0.746,0.551,0.742,1.063
2026-06-29,4.959,2.248,1.299,2.972,0.311,1.233,0.472,0.813,1.123,2.478,2.015,1.753,1.275,2.323,0.943,0.561,1.234,0.661,1.986,1.864,1.3669009370035947,0.326,0.75,0.551,0.764,1.074
2026-06-30,5.019,2.344,1.277,2.916,0.306,1.306,0.469,0.814,1.126,2.483,2.038,1.75,1.278,2.328,0.942,0.567,1.28,0.686,2.05,1.854,1.4185512649498542,0.324,0.734,0.543,0.753,1.1
2026-07-01,4.998,2.29,1.3,2.963,0.314,1.285,0.476,0.832,1.176,2.491,2.051,1.74,1.289,2.301,0.941,0.567,1.291,0.69,2.046,1.848,1.41988417663879,0.322,0.737,0.558,0.795,1.099
2026-07-02,4.85,2.119,1.311,2.993,0.311,1.182,0.475,0.831,1.15,2.483,2.011,1.721,1.285,2.216,0.94,0.564,1.256,0.674,2.034,1.88,1.2709312954002219,0.331,0.748,0.554,0.799,1.088
2026-07-03,4.876,2.102,1.325,3.024,0.316,1.191,0.484,0.83,1.155,2.503,2.02,1.772,1.335,2.261,0.955,0.57,1.301,0.692,2.049,1.892,1.2299442609654478,0.336,0.747,0.554,0.793,1.097
2026-07-06,4.877,2.116,1.353,3.089,0.317,1.179,0.488,0.819,1.16,2.511,2.02,1.777,1.337,2.302,0.956,0.574,1.284,0.683,1.974,1.865,1.2276116655098106,0.342,0.76,0.558,0.825,1.065
2026-07-07,4.826,2.126,1.331,3.044,0.306,1.168,0.476,0.817,1.123,2.528,2.009,1.789,1.342,2.255,0.961,0.572,1.244,0.666,1.955,1.803,1.2712645233224558,0.344,0.759,0.543,0.813,1.053
2026-07-08,4.798,2.145,1.34,3.08,0.304,1.185,0.47,0.816,1.111,2.503,1.99,1.763,1.315,2.2,0.951,0.599,1.219,0.65,1.866,1.75,1.3089192785348902,0.363,0.77,0.547,0.791,1.006
2026-07-09,4.916,2.328,1.323,3.04,0.307,1.255,0.472,0.816,1.132,2.515,2.008,1.749,1.305,2.206,0.954,0.602,1.243,0.656,1.835,1.745,1.4392113961283581,0.362,0.761,0.536,0.789,1.004
2026-07-10,4.829,2.209,1.323,3.045,0.316,1.222,0.48,0.848,1.11,2.527,2.01,1.754,1.302,2.212,0.956,0.606,1.281,0.685,1.837,1.756,1.3275800421799904,0.366,0.767,0.547,0.805,0.978
2026-07-13,4.744,2.1,1.327,3.066,0.311,1.18,0.474,0.798,1.098,2.522,1.998,1.73,1.286,2.148,0.948,0.593,1.192,0.639,1.71,1.679,1.249937936299484,0.356,0.779,0.532,0.805,0.938
2026-07-14,4.837,2.125,1.352,3.138,0.319,1.206,0.48,0.788,1.104,2.54,1.999,1.725,1.286,2.15,0.95,0.595,1.158,0.62,1.759,1.774,1.2529369875995893,0.356,0.781,0.537,0.804,0.964
2026-07-15,4.838,2.028,1.374,3.185,0.332,1.17,0.496,0.82,1.13,2.564,2.02,1.739,1.294,2.194,0.953,0.603,1.143,0.613,1.717,1.739,1.155301206385047,0.363,0.79,0.552,0.822,0.958
2026-07-16,4.753,1.945,1.36,3.146,0.333,1.136,0.496,0.853,1.113,2.577,2.0,1.748,1.296,2.13,0.952,0.613,1.12,0.606,1.674,1.725,1.0709945420598617,0.379,0.782,0.555,0.841,0.941
2026-07-17,4.589,1.807,1.352,3.135,0.318,1.034,0.48,0.811,1.097,2.503,1.94,1.724,1.28,2.008,0.956,0.586,1.062,0.585,1.591,1.636,1.0016831342352035,0.362,0.789,0.543,0.819,0.919
2026-07-20,4.65,1.815,1.394,3.242,0.326,1.063,0.494,0.803,1.118,2.498,1.941,1.73,1.279,2.006,0.951,0.602,1.055,0.587,1.547,1.625,0.9327049543327794,0.375,0.808,0.549,0.829,0.893
2026-07-21,4.787,2.016,1.381,3.205,0.328,1.153,0.495,0.81,1.123,2.526,1.973,1.741,1.288,2.096,0.959,0.61,1.09,0.599,1.624,1.71,1.109648981038998,0.375,0.79,0.548,0.817,0.936
2026-07-22,4.765,1.955,1.396,3.253,0.327,1.142,0.496,0.793,1.114,2.523,1.964,1.734,1.287,2.07,0.951,0.592,1.083,0.597,1.61,1.768,1.0530002342592295,0.358,0.799,0.553,0.816,0.914
2026-07-23,4.787,1.888,1.409,3.28,0.325,1.114,0.495,0.795,1.128,2.524,1.964,1.747,1.293,2.091,0.951,0.595,1.101,0.608,1.659,1.822,1.0093473764465841,0.363,0.803,0.557,0.821,0.944
2026-07-24,4.701,1.885,1.387,3.223,0.315,1.089,0.484,0.765,1.099,2.506,1.936,1.717,1.275,2.038,0.938,0.585,1.077,0.596,1.603,1.735,1.0460024478923167,0.353,0.804,0.538,0.798,0.92
2026-07-27,4.753,1.911,1.391,3.232,0.323,1.11,0.489,0.788,1.104,2.52,1.948,1.749,1.308,2.077,0.945,0.597,1.104,0.607,1.646,1.776,1.0863230264826227,0.363,0.805,0.555,0.808,0.95
2026-07-28,4.627,1.785,1.392,3.232,0.32,1.023,0.489,0.794,1.085,2.484,1.904,1.737,1.306,1.963,0.944,0.596,1.077,0.596,1.607,1.736,1.0166783907357306,0.364,0.818,0.558,0.81,0.928
2026-07-29,4.657,1.776,1.414,3.273,0.326,1.02,0.5,0.81,1.106,2.511,1.909,1.753,1.308,1.961,0.951,0.615,1.094,0.606,1.625,1.768,1.0083476926798822,0.379,0.819,0.567,0.815,0.941
2026-07-30,4.605,1.669,1.43,3.312,0.325,0.948,0.502,0.804,1.106,2.479,1.88,1.747,1.307,1.945,0.946,0.609,1.073,0.599,1.598,1.747,0.9253739400436329,0.379,0.84,0.572,0.824,0.94
2026-07-31,4.653,1.728,1.432,3.304,0.33,1.008,0.505,0.838,1.107,2.509,1.944,1.777,1.33,2.024,0.955,0.609,1.093,0.605,1.633,1.792,0.94969957836671,0.38,0.836,0.579,0.826,0.945
2026-08-03,4.599,1.636,1.424,3.285,0.328,0.985,0.501,0.847,1.105,2.533,1.955,1.802,1.342,2.053,0.959,0.615,1.101,0.613,1.652,1.778,0.855396076374507,0.388,0.831,0.581,0.828,0.939
2026-08-04,4.651,1.706,1.403,3.237,0.334,1.05,0.504,0.871,1.104,2.582,2.006,1.835,1.358,2.077,0.962,0.617,1.116,0.616,1.686,1.809,0.8957166549648129,0.388,0.811,0.574,0.816,0.947
